,question,answer,category
165,میتوان پروفایلی ایجادد,"در وب سایت روی گزینه ""ورود ثبت نام"" کلیک کنید. میتوانید با استفاده از شماره موبایل ثبت نام خود را انجام دهید. (کد فعال سازی برایتان پیامک میشود.) بعد از وارد نمودن کد فعالسازی، ثبت نام انجام می شود. سپس روی گزینه تکمیل اطلاعات کلیک و اطلاعات خود را تکمیل نمایید",ورود و ثبت‌نام
166,نمیتوان پروفایلی ایجادد,"در وب سایت روی گزینه ""ورود ثبت نام"" کلیک کنید. میتوانید با استفاده از شماره موبایل ثبت نام خود را انجام دهید. (کد فعال سازی برایتان پیامک میشود.) بعد از وارد نمودن کد فعالسازی، ثبت نام انجام می شود. سپس روی گزینه تکمیل اطلاعات کلیک و اطلاعات خود را تکمیل نمایید",ورود و ثبت‌نام
167,میتوان پروفایلی ايجاد,"در وب سایت روی گزینه ""ورود ثبت نام"" کلیک کنید. میتوانید با استفاده از شماره موبایل ثبت نام خود را انجام دهید. (کد فعال سازی برایتان پیامک میشود.) بعد از وارد نمودن کد فعالسازی، ثبت نام انجام می شود. سپس روی گزینه تکمیل اطلاعات کلیک و اطلاعات خود را تکمیل نمایید",ورود و ثبت‌نام
168,ميتوان پروفایلپروفایل ایجادد,"در وب سایت روی گزینه ""ورود ثبت نام"" کلیک کنید. میتوانید با استفاده از شماره موبایل ثبت نام خود را انجام دهید. (کد فعال سازی برایتان پیامک میشود.) بعد از وارد نمودن کد فعالسازی، ثبت نام انجام می شود. سپس روی گزینه تکمیل اطلاعات کلیک و اطلاعات خود را تکمیل نمایید",ورود و ثبت‌نام
169,نمیتوان پروفایلی ایجادد,"در وب سایت روی گزینه ""ورود ثبت نام"" کلیک کنید. میتوانید با استفاده از شماره موبایل ثبت نام خود را انجام دهید. (کد فعال سازی برایتان پیامک میشود.) بعد از وارد نمودن کد فعالسازی، ثبت نام انجام می شود. سپس روی گزینه تکمیل اطلاعات کلیک و اطلاعات خود را تکمیل نمایید",ورود و ثبت‌نام
170,ميتوان پروفایلی ایجادد,"در وب سایت روی گزینه ""ورود ثبت نام"" کلیک کنید. میتوانید با استفاده از شماره موبایل ثبت نام خود را انجام دهید. (کد فعال سازی برایتان پیامک میشود.) بعد از وارد نمودن کد فعالسازی، ثبت نام انجام می شود. سپس روی گزینه تکمیل اطلاعات کلیک و اطلاعات خود را تکمیل نمایید",ورود و ثبت‌نام
171,ميتوان پروفایلپروفایل ايجاد,"در وب سایت روی گزینه ""ورود ثبت نام"" کلیک کنید. میتوانید با استفاده از شماره موبایل ثبت نام خود را انجام دهید. (کد فعال سازی برایتان پیامک میشود.) بعد از وارد نمودن کد فعالسازی، ثبت نام انجام می شود. سپس روی گزینه تکمیل اطلاعات کلیک و اطلاعات خود را تکمیل نمایید",ورود و ثبت‌نام
172,نمیتوان پروفایلپروفایل ايجاد,"در وب سایت روی گزینه ""ورود ثبت نام"" کلیک کنید. میتوانید با استفاده از شماره موبایل ثبت نام خود را انجام دهید. (کد فعال سازی برایتان پیامک میشود.) بعد از وارد نمودن کد فعالسازی، ثبت نام انجام می شود. سپس روی گزینه تکمیل اطلاعات کلیک و اطلاعات خود را تکمیل نمایید",ورود و ثبت‌نام
173,ميتوان پروفایل ایجادد,"در وب سایت روی گزینه ""ورود ثبت نام"" کلیک کنید. میتوانید با استفاده از شماره موبایل ثبت نام خود را انجام دهید. (کد فعال سازی برایتان پیامک میشود.) بعد از وارد نمودن کد فعالسازی، ثبت نام انجام می شود. سپس روی گزینه تکمیل اطلاعات کلیک و اطلاعات خود را تکمیل نمایید",ورود و ثبت‌نام
174,نمیتوان پروفایل ایجاد,"در وب سایت روی گزینه ""ورود ثبت نام"" کلیک کنید. میتوانید با استفاده از شماره موبایل ثبت نام خود را انجام دهید. (کد فعال سازی برایتان پیامک میشود.) بعد از وارد نمودن کد فعالسازی، ثبت نام انجام می شود. سپس روی گزینه تکمیل اطلاعات کلیک و اطلاعات خود را تکمیل نمایید",ورود و ثبت‌نام
175,نمیتوان پروفایلپروفایل ایجادد,"در وب سایت روی گزینه ""ورود ثبت نام"" کلیک کنید. میتوانید با استفاده از شماره موبایل ثبت نام خود را انجام دهید. (کد فعال سازی برایتان پیامک میشود.) بعد از وارد نمودن کد فعالسازی، ثبت نام انجام می شود. سپس روی گزینه تکمیل اطلاعات کلیک و اطلاعات خود را تکمیل نمایید",ورود و ثبت‌نام
176,نمیتوان پروفایلپروفایل ایجاد,"در وب سایت روی گزینه ""ورود ثبت نام"" کلیک کنید. میتوانید با استفاده از شماره موبایل ثبت نام خود را انجام دهید. (کد فعال سازی برایتان پیامک میشود.) بعد از وارد نمودن کد فعالسازی، ثبت نام انجام می شود. سپس روی گزینه تکمیل اطلاعات کلیک و اطلاعات خود را تکمیل نمایید",ورود و ثبت‌نام
177,نمیتوان پروفایلپروفایل ایجاد,"در وب سایت روی گزینه ""ورود ثبت نام"" کلیک کنید. میتوانید با استفاده از شماره موبایل ثبت نام خود را انجام دهید. (کد فعال سازی برایتان پیامک میشود.) بعد از وارد نمودن کد فعالسازی، ثبت نام انجام می شود. سپس روی گزینه تکمیل اطلاعات کلیک و اطلاعات خود را تکمیل نمایید",ورود و ثبت‌نام
178,میتوان پروفایلی ایجادد,"در وب سایت روی گزینه ""ورود ثبت نام"" کلیک کنید. میتوانید با استفاده از شماره موبایل ثبت نام خود را انجام دهید. (کد فعال سازی برایتان پیامک میشود.) بعد از وارد نمودن کد فعالسازی، ثبت نام انجام می شود. سپس روی گزینه تکمیل اطلاعات کلیک و اطلاعات خود را تکمیل نمایید",ورود و ثبت‌نام
179,ميتوان پروفایلی ایجاد,"در وب سایت روی گزینه ""ورود ثبت نام"" کلیک کنید. میتوانید با استفاده از شماره موبایل ثبت نام خود را انجام دهید. (کد فعال سازی برایتان پیامک میشود.) بعد از وارد نمودن کد فعالسازی، ثبت نام انجام می شود. سپس روی گزینه تکمیل اطلاعات کلیک و اطلاعات خود را تکمیل نمایید",ورود و ثبت‌نام
180,ميتوان پروفایلپروفایل ايجاد,"در وب سایت روی گزینه ""ورود ثبت نام"" کلیک کنید. میتوانید با استفاده از شماره موبایل ثبت نام خود را انجام دهید. (کد فعال سازی برایتان پیامک میشود.) بعد از وارد نمودن کد فعالسازی، ثبت نام انجام می شود. سپس روی گزینه تکمیل اطلاعات کلیک و اطلاعات خود را تکمیل نمایید",ورود و ثبت‌نام
